t_s,i_a,u_v
0.000000,0.2563,0.0867
0.000658,0.4563,0.1734
0.000845,0.2563,0.2082
0.001017,0.4563,0.2261
0.001190,0.4563,0.2506
0.001362,0.2563,0.2831
0.001663,0.4563,0.3193
0.001858,0.2563,0.3553
0.002030,0.4563,0.3733
0.002202,0.4563,0.3976
0.002374,0.4563,0.4219
0.002644,0.6563,0.4507
0.002838,0.4563,0.4844
0.003010,0.4563,0.5087
0.003184,0.4563,0.5333
0.003356,0.6563,0.5494
0.003622,0.6563,0.5840
0.003817,0.6563,0.6093
0.003989,0.6563,0.6317
0.004161,0.8563,0.6459
0.004333,0.6563,0.6746
0.004589,0.8563,0.6987
0.004789,0.8563,0.7225
0.004961,1.0563,0.7348
0.005133,0.8563,0.7616
0.005305,0.8563,0.7821
0.005565,1.0563,0.8038
0.005765,1.0563,0.8254
0.005937,1.0563,0.8439
0.006109,1.0563,0.8625
0.006281,1.6563,0.8564
0.006537,1.6563,0.8755
0.006736,1.6563,0.8903
0.006908,1.8563,0.8949
0.007080,1.8563,0.9058
0.007252,2.2563,0.9003
0.007512,1.8563,0.9295
0.007712,1.8563,0.9422
0.007884,1.8563,0.9531
0.008056,2.0563,0.9558
0.008229,2.0563,0.9648
0.008485,2.0563,0.9783
0.008685,2.0563,0.9887
0.008857,2.0563,0.9977
0.009029,2.2563,0.9985
0.009201,2.2563,1.0056
0.009461,2.2563,1.0164
0.009662,2.2563,1.0247
0.009834,2.2563,1.0318
0.010006,2.2563,1.0389
0.010179,2.2563,1.0460
0.010435,2.2563,1.0566
0.010635,2.2563,1.0649
0.010807,2.4563,1.0637
0.010979,2.2563,1.0771
0.011152,2.2563,1.0843
0.011411,2.4563,1.0858
0.011605,2.4563,1.0916
0.011783,2.4563,1.0970
0.011955,1.6563,1.1351
0.012130,2.4563,1.1151
0.012386,2.8563,1.1045
0.012580,2.8563,1.1061
0.012758,2.8563,1.1075
0.012930,2.8563,1.1089
0.013102,3.0563,1.1020
0.013362,2.8563,1.1104
0.013556,2.8563,1.1120
0.013734,2.8563,1.1134
0.013906,2.8563,1.1148
0.014078,3.0563,1.1079
0.014334,3.0563,1.1071
0.014528,2.8563,1.1150
0.014706,2.8563,1.1164
0.014878,2.8563,1.1178
0.015050,3.0563,1.1109
0.015310,2.8563,1.1193
0.015504,3.0563,1.1124
0.015683,3.0563,1.1118
0.015855,3.0563,1.1113
0.016176,3.0563,1.1103
0.016477,3.0563,1.1093
0.016677,3.0563,1.1087
0.016849,2.6563,1.1246
0.017021,3.0563,1.1114
0.017193,2.8563,1.1191
0.017460,3.0563,1.1120
0.017660,3.0563,1.1114
0.017832,3.0563,1.1108
0.018004,3.0563,1.1103
0.018179,3.0563,1.1097
0.018443,3.0563,1.1089
0.018643,2.8563,1.1168
0.018815,3.0563,1.1100
0.018987,3.0563,1.1094
0.019160,3.0563,1.1089
0.019419,3.0563,1.1081
0.019619,3.0563,1.1075
0.019791,3.0563,1.1069
0.019963,3.0563,1.1064
0.020139,3.0563,1.1058
0.020395,2.8563,1.1142
0.020589,3.0563,1.1073
0.020767,3.0563,1.1067
0.020939,3.0563,1.1062
0.021111,3.0563,1.1056
0.021371,3.0563,1.1048
0.021565,3.0563,1.1042
0.021744,3.0563,1.1037
0.021916,3.0563,1.1031
0.022088,3.0563,1.1026
0.022344,2.8563,1.1110
0.022538,3.0563,1.1040
0.022716,3.0563,1.1035
0.022888,3.0563,1.1029
0.023060,3.0563,1.1024
0.023322,3.0563,1.1016
0.023516,3.0563,1.1010
0.023694,3.0563,1.1004
0.023866,3.0563,1.0999
0.024038,2.8563,1.1076
0.024294,2.8563,1.1096
0.024488,3.0563,1.1027
0.024666,3.0563,1.1021
0.024838,3.0563,1.1016
0.025010,3.0563,1.1011
0.025273,3.0563,1.1002
0.025467,3.0563,1.0996
0.025645,2.8563,1.1074
0.025817,3.0563,1.1005
0.026001,3.0563,1.0999
0.026274,3.0563,1.0991
0.026468,3.0563,1.0985
0.026646,3.0563,1.0979
0.026818,3.0563,1.0974
0.026990,3.0563,1.0968
0.027250,3.0563,1.0960
0.027444,3.0563,1.0954
0.027622,3.0563,1.0949
0.027794,2.8563,1.1026
0.027998,2.4563,1.1214
0.028255,2.8563,1.1108
0.028449,2.4563,1.1293
0.028627,3.0563,1.1097
0.028799,2.6563,1.1257
0.028999,3.2563,1.1039
0.029268,3.0563,1.1093
0.029469,3.0563,1.1087
0.029648,2.0563,1.1497
0.029820,3.0563,1.1176
0.029992,3.0563,1.1170
0.030251,3.0563,1.1162
0.030445,3.0563,1.1156
0.030624,3.0563,1.1150
0.030796,3.0563,1.1145
0.031002,3.0563,1.1139
0.031272,3.0563,1.1130
0.031459,3.0563,1.1124
0.031638,3.0563,1.1119
0.031810,3.0563,1.1113
0.031997,2.8563,1.1192
0.032273,3.0563,1.1120
0.032467,3.0563,1.1114
0.032646,2.8563,1.1191
0.032818,3.0563,1.1123
0.032990,2.8563,1.1200
0.033245,2.8563,1.1220
0.033439,3.0563,1.1151
0.033612,3.0563,1.1145
0.033797,3.8563,1.0804
0.034004,3.0563,1.1051
0.034274,2.8563,1.1136
0.034468,3.0563,1.1066
0.034647,3.2563,1.0978
0.034819,3.0563,1.1035
0.034991,2.8563,1.1112
0.035246,3.0563,1.1041
0.035440,3.0563,1.1035
0.035619,3.0563,1.1029
0.035791,3.0563,1.1024
0.035998,3.4563,1.0845
0.036259,3.0563,1.0963
0.036453,2.2563,1.1297
0.036632,3.0563,1.1038
0.036804,2.4563,1.1280
0.036998,3.0563,1.1084
0.037253,3.0563,1.1076
0.037447,3.4563,1.0900
0.037626,3.0563,1.1021
0.037798,2.6563,1.1180
0.037998,3.0563,1.1048
0.038257,3.0563,1.1040
0.038451,3.8563,1.0694
0.038630,3.0563,1.0942
0.038802,4.0563,1.0525
0.038998,3.0563,1.0835
0.039253,3.0563,1.0827
0.039447,3.4563,1.0651
0.039626,3.0563,1.0772
0.039798,2.4563,1.1014
0.039998,3.2563,1.0732
0.040257,3.0563,1.0787
0.040451,3.4563,1.0612
0.040630,3.0563,1.0733
0.040802,3.8563,1.0398
0.040998,3.4563,1.0475
0.041253,2.8563,1.0685
0.041447,3.4563,1.0446
0.041626,2.8563,1.0650
0.041798,2.8563,1.0664
0.041998,3.2563,1.0509
0.042257,2.8563,1.0656
0.042451,3.4563,1.0417
0.042630,2.8563,1.0621
0.042802,3.2563,1.0470
0.042998,3.2563,1.0442
0.043253,2.8563,1.0589
0.043447,3.4563,1.0350
0.043627,2.8563,1.0554
0.043799,2.2563,1.0815
0.043998,2.8563,1.0641
0.044259,2.8563,1.0662
0.044463,2.8563,1.0678
0.044641,2.6563,1.0775
0.044813,2.8563,1.0726
0.044998,2.2563,1.0992
0.045257,2.8563,1.0823
0.045453,2.2563,1.1094
0.045632,2.8563,1.0918
0.045804,2.2563,1.1179
0.046056,2.8563,1.1009
0.046374,3.0563,1.0936
0.046577,2.8563,1.1016
0.046755,2.8563,1.1030
0.046927,2.8563,1.1044
0.047099,2.2563,1.1304
0.047360,3.0563,1.1043
0.047547,3.0563,1.1037
0.047725,2.8563,1.1115
0.047897,3.8563,1.0717
0.048070,2.8563,1.1047
0.048333,3.0563,1.0975
0.048535,3.0563,1.0969
0.048713,3.0563,1.0964
0.048885,3.0563,1.0958
0.049057,3.0563,1.0953
0.049310,3.0563,1.0945
0.049498,3.0563,1.0939
0.049677,3.0563,1.0933
0.049849,2.4563,1.1175
0.050021,3.0563,1.0980
0.050283,3.0563,1.0972
0.050486,3.0563,1.0965
0.050664,3.0563,1.0960
0.050835,3.0563,1.0955
0.051008,3.2563,1.0867
0.051263,3.0563,1.0922
0.051451,3.0563,1.0916
0.051629,3.0563,1.0911
0.051801,3.0563,1.0905
0.051997,3.2563,1.0814
0.052272,3.0563,1.0869
0.052475,3.0563,1.0862
0.052653,3.4563,1.0691
0.052825,3.0563,1.0812
0.052997,3.6563,1.0559
0.053250,3.0563,1.0741
0.053438,2.8563,1.0819
0.053610,3.0563,1.0751
0.053796,2.8563,1.0829
0.053998,3.0563,1.0759
0.054277,3.0563,1.0751
0.054487,3.0563,1.0744
0.054665,3.0563,1.0739
0.054837,3.0563,1.0733
0.055009,2.8563,1.0810
0.055270,3.0563,1.0739
0.055457,3.0563,1.0733
0.055635,3.0563,1.0727
0.055807,3.2563,1.0640
0.056000,3.0563,1.0697
0.056276,3.0563,1.0688
0.056478,3.0563,1.0682
0.056656,2.8563,1.0759
0.056828,2.8563,1.0773
0.057000,2.8563,1.0787
0.057253,2.8563,1.0807
0.057441,3.0563,1.0738
0.057619,2.8563,1.0815
0.057791,2.8563,1.0829
0.057998,3.0563,1.0759
0.058263,3.0563,1.0751
0.058451,3.2563,1.0661
0.058629,2.8563,1.0802
0.058801,2.8563,1.0815
0.058998,3.2563,1.0661
0.059261,2.8563,1.0808
0.059463,3.0563,1.0739
0.059641,3.0563,1.0733
0.059813,3.0563,1.0728
0.059999,2.4563,1.0974
0.060251,2.8563,1.0867
0.060439,2.8563,1.0882
0.060611,3.0563,1.0814
0.060798,3.4563,1.0640
0.060998,3.0563,1.0760
0.061259,2.8563,1.0844
0.061461,3.0563,1.0775
0.061639,2.8563,1.0852
0.061811,2.8563,1.0866
0.061997,3.6563,1.0545
0.062250,2.8563,1.0818
0.062438,2.8563,1.0833
0.062610,2.8563,1.0847
0.062796,2.8563,1.0862
0.062998,3.2563,1.0707
0.063259,2.8563,1.0854
0.063461,2.8563,1.0870
0.063639,3.0563,1.0801
0.063811,2.8563,1.0878
0.063997,3.4563,1.0641
0.064250,2.8563,1.0851
0.064438,2.8563,1.0866
0.064610,3.0563,1.0798
0.064796,2.8563,1.0876
0.064998,3.2563,1.0721
0.065259,3.0563,1.0776
0.065461,3.0563,1.0769
0.065639,3.0563,1.0764
0.065811,3.0563,1.0758
0.066002,3.6563,1.0499
0.066255,3.0563,1.0681
0.066443,3.0563,1.0675
0.066621,2.8563,1.0752
0.066793,2.8563,1.0766
0.066998,3.2563,1.0611
0.067259,2.8563,1.0758
0.067461,2.8563,1.0774
0.067640,2.8563,1.0788
0.067812,2.8563,1.0802
0.067997,3.4563,1.0565
0.068251,2.8563,1.0775
0.068438,2.8563,1.0790
0.068610,2.8563,1.0804
0.068797,3.8563,1.0399
0.068997,3.6563,1.0389
0.069261,3.8563,1.0201
0.069472,3.0563,1.0447
0.069650,2.8563,1.0524
0.069822,2.8563,1.0538
0.069994,2.6563,1.0634
0.070251,2.8563,1.0591
0.070441,2.8563,1.0607
0.070619,2.8563,1.0621
0.070791,2.8563,1.0634
0.070998,2.8563,1.0651
0.071272,2.8563,1.0673
0.071476,2.8563,1.0689
0.071654,2.6563,1.0786
0.071826,2.8563,1.0737
0.071998,2.8563,1.0751
0.072251,2.8563,1.0771
0.072441,2.8563,1.0786
0.072619,3.0563,1.0717
0.072791,2.8563,1.0794
0.072998,3.2563,1.0638
0.073259,2.8563,1.0785
0.073463,2.8563,1.0802
