t_s,i_a,u_v
0.000000,0.1437,0.4000
0.000457,0.3437,0.4000
0.000638,0.3437,0.4000
0.000987,0.3437,0.4000
0.001181,0.3437,0.4000
0.001355,0.3437,0.4000
0.001526,0.3437,0.4000
0.001698,0.3437,0.4000
0.001981,0.3437,0.4000
0.002189,0.5437,0.4000
0.002363,0.5437,0.4000
0.002534,0.3437,0.4000
0.002706,0.5437,0.4000
0.002961,0.3437,0.4000
0.003154,0.5437,0.4000
0.003327,0.3437,0.4000
0.003499,0.5437,0.4000
0.003671,0.5437,0.4000
0.003930,0.5437,0.4000
0.004138,0.5437,0.4000
0.004312,0.3437,0.4000
0.004483,0.3437,0.4000
0.004656,0.5437,0.4000
0.004909,0.3437,0.4000
0.005101,0.5437,0.4000
0.005275,0.3437,0.4000
0.005446,0.5437,0.4000
0.005618,0.7437,0.4000
0.005877,0.5437,0.4000
0.006079,0.5437,0.4000
0.006258,0.5437,0.4000
0.006430,0.3437,0.4000
0.006602,0.5437,0.4000
0.006855,0.9437,0.4000
0.007041,0.5437,0.4000
0.007221,0.5437,0.4000
0.007393,0.5437,0.4000
0.007565,0.3437,0.4000
0.007823,0.5437,0.4000
0.008026,0.3437,0.4000
0.008205,0.3437,0.4000
0.008377,0.5437,0.4000
0.008548,0.5437,0.4000
0.008802,0.5437,0.4000
0.008988,0.5437,0.4000
0.009169,0.7437,0.4000
0.009340,0.5437,0.4000
0.009512,0.5437,0.4000
0.009770,0.5437,0.4000
0.009973,0.3437,0.4000
0.010152,0.5437,0.4000
0.010324,0.3437,0.4000
0.010496,0.5437,0.4000
0.010753,0.5437,0.4000
0.010939,0.5437,0.4000
0.011119,0.5437,0.4000
0.011291,0.5437,0.4000
0.011462,0.5437,0.4000
0.011721,0.5437,0.4000
0.011923,0.5437,0.4000
0.012103,0.5437,0.4000
0.012274,0.1437,0.4000
0.012446,0.7437,0.4000
0.012700,0.5437,0.4000
0.012886,0.5437,0.4000
0.013059,0.5437,0.4000
0.013237,0.5437,0.4000
0.013409,0.5437,0.4000
0.013667,0.3437,0.4000
0.013869,0.5437,0.4000
0.014043,0.5437,0.4000
0.014221,0.7437,0.4000
0.014530,0.5437,0.4000
0.014844,0.5437,0.4000
0.015040,0.5437,0.4000
0.015217,0.5437,0.4000
0.015389,0.5437,0.4000
0.015561,0.5437,0.4000
0.015829,0.5437,0.4000
0.016026,0.5437,0.4000
0.016204,0.5437,0.4000
0.016375,0.7437,0.4000
0.016547,0.5437,0.4000
0.016801,0.9437,0.4000
0.016996,0.5437,0.4000
0.017174,0.3437,0.4000
0.017346,0.5437,0.4000
0.017518,0.7437,0.4000
0.017777,0.5437,0.4000
0.017974,0.5437,0.4000
0.018152,0.5437,0.4000
0.018324,0.3437,0.4000
0.018496,0.5437,0.4000
0.018753,0.3437,0.4000
0.018949,0.5437,0.4000
0.019126,0.3437,0.4000
0.019298,0.5437,0.4000
0.019470,0.3437,0.4000
0.019729,0.5437,0.4000
0.019926,0.7437,0.4000
0.020104,0.5437,0.4000
0.020275,0.7437,0.4000
0.020447,0.5437,0.4000
0.020701,0.5437,0.4000
0.020896,0.5437,0.4000
0.021068,0.5437,0.4000
0.021246,0.5437,0.4000
0.021417,0.5437,0.4000
0.021676,0.5437,0.4000
0.021873,1.5437,0.4000
0.022044,0.3437,0.4000
0.022222,0.3437,0.4000
0.022394,0.3437,0.4000
0.022647,0.3437,0.4000
0.022843,0.5437,0.4000
0.023014,0.5437,0.4000
0.023192,0.5437,0.4000
0.023399,0.3437,0.4000
0.023680,0.5437,0.4000
0.023883,0.5437,0.4000
0.024054,0.5437,0.4000
0.024232,0.5437,0.4000
0.024404,0.5437,0.4000
0.024663,0.5437,0.4000
0.024859,0.5437,0.4000
0.025031,0.5437,0.4000
0.025209,0.5437,0.4000
0.025400,0.5437,0.4000
0.025658,0.5437,0.4000
0.025855,0.5437,0.4000
0.026027,0.3437,0.4000
0.026204,0.5437,0.4000
0.026399,0.5437,0.4000
0.026660,0.3437,0.4000
0.026855,0.5437,0.4000
0.027027,0.3437,0.4000
0.027205,0.3437,0.4000
0.027400,0.5437,0.4000
0.027659,0.5437,0.4000
0.027856,0.5437,0.4000
0.028028,0.5437,0.4000
0.028205,0.5437,0.4000
0.028399,0.5437,0.4000
0.028653,0.5437,0.4000
0.028849,0.5437,0.4000
0.029020,0.7437,0.4000
0.029198,0.3437,0.4000
0.029406,0.3437,0.4000
0.029673,0.5437,0.4000
0.029861,0.5437,0.4000
0.030032,0.3437,0.4000
0.030211,0.5437,0.4000
0.030401,0.5437,0.4000
0.030662,0.5437,0.4000
0.030861,0.3437,0.4000
0.031033,0.5437,0.4000
