t_s,i_a,u_v
0.000000,0.1937,0.2000
0.000449,0.1937,0.2000
0.000638,0.1937,0.2000
0.000810,0.1937,0.2000
0.001148,0.1937,0.2000
0.001334,0.3937,0.2000
0.001513,0.3937,0.2000
0.001685,0.3937,0.2000
0.001857,0.3937,0.2000
0.002143,0.1937,0.2000
0.002344,0.1937,0.2000
0.002524,0.1937,0.2000
0.002695,0.3937,0.2000
0.002867,0.1937,0.2000
0.003114,0.3937,0.2000
0.003300,0.1937,0.2000
0.003480,0.3937,0.2000
0.003652,0.1937,0.2000
0.003824,0.3937,0.2000
0.004071,0.5937,0.2000
0.004272,0.3937,0.2000
0.004451,0.1937,0.2000
0.004623,0.3937,0.2000
0.004796,0.1937,0.2000
0.005044,0.3937,0.2000
0.005228,0.3937,0.2000
0.005407,0.3937,0.2000
0.005579,0.3937,0.2000
0.005751,0.1937,0.2000
0.005998,0.1937,0.2000
0.006193,0.3937,0.2000
0.006379,0.5937,0.2000
0.006550,0.3937,0.2000
0.006722,0.3937,0.2000
0.006970,0.1937,0.2000
0.007150,0.3937,0.2000
0.007336,0.3937,0.2000
0.007507,0.3937,0.2000
0.007679,0.3937,0.2000
0.007926,0.1937,0.2000
0.008122,0.1937,0.2000
0.008307,0.5937,0.2000
0.008479,0.1937,0.2000
0.008650,0.1937,0.2000
0.008898,0.1937,0.2000
0.009078,0.3937,0.2000
0.009264,0.3937,0.2000
0.009436,0.3937,0.2000
0.009608,0.3937,0.2000
0.009856,0.1937,0.2000
0.010052,0.3937,0.2000
0.010237,0.3937,0.2000
0.010409,0.1937,0.2000
0.010594,0.3937,0.2000
0.010841,0.1937,0.2000
0.011021,0.3937,0.2000
0.011201,0.1937,0.2000
0.011392,0.3937,0.2000
0.011592,0.3937,0.2000
0.011839,0.3937,0.2000
0.012034,0.3937,0.2000
0.012213,0.3937,0.2000
0.012392,0.3937,0.2000
0.012591,0.1937,0.2000
0.012853,0.3937,0.2000
0.013041,0.1937,0.2000
0.013213,0.3937,0.2000
0.013391,0.3937,0.2000
0.013711,0.3937,0.2000
0.014060,0.3937,0.2000
0.014267,0.3937,0.2000
0.014438,0.5937,0.2000
0.014610,0.3937,0.2000
0.014785,0.3937,0.2000
0.015039,0.3937,0.2000
0.015235,0.3937,0.2000
0.015407,0.3937,0.2000
0.015578,0.3937,0.2000
0.015750,0.3937,0.2000
0.016007,0.3937,0.2000
0.016200,0.1937,0.2000
0.016378,0.3937,0.2000
0.016549,0.7937,0.2000
0.016721,0.1937,0.2000
0.016968,0.3937,0.2000
0.017158,0.3937,0.2000
0.017336,0.1937,0.2000
0.017508,0.3937,0.2000
0.017679,0.3937,0.2000
0.017937,0.1937,0.2000
0.018129,0.3937,0.2000
0.018307,0.3937,0.2000
0.018479,0.3937,0.2000
0.018650,0.3937,0.2000
0.018896,0.5937,0.2000
0.019086,0.1937,0.2000
0.019264,0.3937,0.2000
0.019435,0.3937,0.2000
0.019607,0.1937,0.2000
0.019867,0.3937,0.2000
0.020059,0.3937,0.2000
0.020237,0.3937,0.2000
0.020408,0.3937,0.2000
0.020590,0.1937,0.2000
0.020850,0.3937,0.2000
0.021040,0.1937,0.2000
0.021212,0.3937,0.2000
0.021390,0.3937,0.2000
0.021592,0.3937,0.2000
0.021852,0.3937,0.2000
0.022045,0.3937,0.2000
0.022222,0.3937,0.2000
0.022394,0.3937,0.2000
0.022594,0.3937,0.2000
0.022869,0.3937,0.2000
0.023059,0.3937,0.2000
0.023237,0.3937,0.2000
0.023408,0.3937,0.2000
0.023594,0.3937,0.2000
0.023836,0.1937,0.2000
0.024016,0.1937,0.2000
0.024188,0.1937,0.2000
0.024393,0.3937,0.2000
0.024589,2.3937,0.2000
0.024849,0.3937,0.2000
0.025051,0.3937,0.2000
0.025229,0.3937,0.2000
0.025401,0.1937,0.2000
0.025592,0.3937,0.2000
0.025841,0.3937,0.2000
0.026023,0.3937,0.2000
0.026194,0.3937,0.2000
0.026398,0.5937,0.2000
0.026592,0.3937,0.2000
0.026845,0.3937,0.2000
0.027046,0.3937,0.2000
0.027224,0.1937,0.2000
0.027395,0.3937,0.2000
0.027592,0.3937,0.2000
0.027841,0.3937,0.2000
0.028022,0.1937,0.2000
0.028194,0.3937,0.2000
0.028393,0.1937,0.2000
0.028592,0.3937,0.2000
0.028845,0.3937,0.2000
0.029047,0.3937,0.2000
