t_s,i_a,u_v
0.000000,0.0563,0.1000
0.000438,0.0563,0.1000
0.000617,0.2563,0.1000
0.000792,0.0563,0.1000
0.001115,0.2563,0.1000
0.001301,0.0563,0.1000
0.001476,0.0563,0.1000
0.001651,0.0563,0.1000
0.001823,0.0563,0.1000
0.002063,0.0563,0.1000
0.002250,0.2563,0.1000
0.002425,0.2563,0.1000
0.002600,0.0563,0.1000
0.002773,0.2563,0.1000
0.003050,0.2563,0.1000
0.003241,0.0563,0.1000
0.003416,0.0563,0.1000
0.003591,0.0563,0.1000
0.003763,0.2563,0.1000
0.004017,0.2563,0.1000
0.004199,0.0563,0.1000
0.004380,0.2563,0.1000
0.004555,0.2563,0.1000
0.004727,0.0563,0.1000
0.004975,0.2563,0.1000
0.005163,0.0563,0.1000
0.005344,0.2563,0.1000
0.005519,0.0563,0.1000
0.005691,0.0563,0.1000
0.005940,0.0563,0.1000
0.006126,0.2563,0.1000
0.006307,0.2563,0.1000
0.006482,0.2563,0.1000
0.006653,0.2563,0.1000
0.006903,0.2563,0.1000
0.007091,0.2563,0.1000
0.007272,0.2563,0.1000
0.007447,0.4563,0.1000
0.007618,0.2563,0.1000
0.007868,0.2563,0.1000
0.008053,0.2563,0.1000
0.008235,0.0563,0.1000
0.008409,0.2563,0.1000
0.008594,-0.1437,0.1000
0.008845,0.2563,0.1000
0.009033,0.2563,0.1000
0.009215,0.2563,0.1000
0.009390,0.2563,0.1000
0.009592,0.2563,0.1000
0.009842,0.2563,0.1000
0.010027,0.0563,0.1000
0.010202,0.2563,0.1000
0.010392,0.2563,0.1000
0.010591,0.2563,0.1000
0.010839,0.2563,0.1000
0.011027,0.2563,0.1000
0.011202,0.2563,0.1000
0.011391,0.2563,0.1000
0.011591,0.2563,0.1000
0.011842,0.2563,0.1000
0.012033,0.2563,0.1000
0.012206,0.2563,0.1000
0.012391,0.2563,0.1000
0.012596,0.2563,0.1000
0.012867,0.2563,0.1000
0.013059,0.2563,0.1000
0.013239,0.2563,0.1000
0.013410,0.4563,0.1000
0.013592,0.2563,0.1000
0.013842,0.0563,0.1000
0.014031,0.2563,0.1000
0.014205,0.2563,0.1000
0.014391,1.8563,0.1000
0.014592,0.2563,0.1000
0.014840,0.2563,0.1000
0.015032,0.0563,0.1000
0.015206,0.2563,0.1000
0.015391,0.2563,0.1000
0.015592,0.2563,0.1000
0.015842,0.2563,0.1000
0.016031,0.2563,0.1000
0.016205,0.0563,0.1000
0.016391,0.2563,0.1000
0.016592,0.2563,0.1000
0.016840,0.0563,0.1000
0.017032,0.2563,0.1000
0.017206,0.2563,0.1000
0.017391,1.0563,0.1000
0.017592,0.0563,0.1000
0.017842,0.2563,0.1000
0.018031,0.2563,0.1000
0.018205,0.0563,0.1000
0.018391,2.0563,0.1000
0.018592,0.2563,0.1000
0.018840,0.2563,0.1000
0.019032,0.2563,0.1000
0.019206,0.2563,0.1000
0.019391,2.0563,0.1000
0.019592,0.0563,0.1000
0.019842,0.2563,0.1000
0.020031,0.0563,0.1000
0.020205,0.2563,0.1000
0.020391,0.0563,0.1000
0.020592,0.2563,0.1000
0.020840,0.2563,0.1000
0.021032,0.0563,0.1000
0.021206,0.2563,0.1000
0.021391,1.0563,0.1000
0.021721,0.2563,0.1000
0.022062,0.0563,0.1000
0.022261,0.2563,0.1000
0.022433,0.0563,0.1000
0.022605,0.2563,0.1000
0.022779,0.2563,0.1000
0.023049,0.2563,0.1000
0.023247,0.0563,0.1000
0.023419,0.2563,0.1000
0.023590,0.2563,0.1000
0.023763,0.0563,0.1000
0.024025,0.2563,0.1000
0.024215,0.2563,0.1000
0.024387,0.2563,0.1000
0.024559,0.0563,0.1000
0.024733,0.2563,0.1000
0.024987,0.2563,0.1000
0.025179,0.2563,0.1000
0.025357,0.2563,0.1000
0.025528,0.2563,0.1000
0.025700,0.2563,0.1000
0.025958,0.2563,0.1000
0.026149,0.0563,0.1000
0.026327,0.2563,0.1000
0.026499,0.0563,0.1000
0.026671,0.2563,0.1000
0.026932,0.0563,0.1000
0.027124,0.2563,0.1000
0.027302,0.0563,0.1000
0.027473,0.2563,0.1000
0.027645,0.2563,0.1000
0.027903,0.2563,0.1000
0.028094,0.2563,0.1000
0.028273,0.0563,0.1000
0.028444,0.0563,0.1000
0.028616,0.0563,0.1000
0.028877,0.0563,0.1000
0.029069,0.2563,0.1000
0.029247,0.4563,0.1000
0.029418,0.2563,0.1000
0.029590,0.2563,0.1000
0.029848,0.2563,0.1000
0.030039,0.2563,0.1000
0.030217,0.2563,0.1000
0.030388,0.0563,0.1000
0.030591,0.6563,0.1000
0.030860,0.2563,0.1000
0.031058,0.2563,0.1000
0.031235,0.2563,0.1000
0.031407,0.2563,0.1000
0.031592,0.2563,0.1000
0.031854,0.2563,0.1000
0.032045,0.2563,0.1000
0.032223,0.2563,0.1000
0.032395,0.2563,0.1000
0.032593,0.2563,0.1000
0.032854,0.2563,0.1000
0.033046,0.2563,0.1000
0.033227,0.2563,0.1000
0.033398,-0.1437,0.1000
0.033591,0.2563,0.1000
0.033847,0.0563,0.1000
0.034039,0.2563,0.1000
0.034218,0.2563,0.1000
0.034390,0.0563,0.1000
0.034592,0.2563,0.1000
0.034863,0.2563,0.1000
0.035057,0.2563,0.1000
0.035236,0.4563,0.1000
0.035408,0.2563,0.1000
0.035590,0.2563,0.1000
0.035849,0.2563,0.1000
0.036040,0.8563,0.1000
0.036221,0.2563,0.1000
0.036392,0.4563,0.1000
0.036592,0.2563,0.1000
0.036859,0.2563,0.1000
0.037051,0.0563,0.1000
0.037230,0.0563,0.1000
0.037402,0.2563,0.1000
0.037593,0.2563,0.1000
0.037848,0.2563,0.1000
0.038039,0.4563,0.1000
0.038220,0.2563,0.1000
0.038391,1.0563,0.1000
0.038592,0.0563,0.1000
0.038852,0.2563,0.1000
0.039044,0.0563,0.1000
0.039224,0.2563,0.1000
0.039395,0.4563,0.1000
0.039592,0.2563,0.1000
0.039847,0.2563,0.1000
0.040039,3.0563,0.1000
0.040219,0.2563,0.1000
0.040391,0.2563,0.1000
0.040592,0.4563,0.1000
0.040850,0.2563,0.1000
0.041042,0.2563,0.1000
0.041222,0.2563,0.1000
0.041393,0.2563,0.1000
0.041592,0.2563,0.1000
0.041847,0.2563,0.1000
0.042039,1.8563,0.1000
0.042219,0.4563,0.1000
0.042391,0.4563,0.1000
0.042592,0.2563,0.1000
0.042850,0.2563,0.1000
0.043042,0.2563,0.1000
0.043222,0.2563,0.1000
0.043393,0.2563,0.1000
0.043592,0.0563,0.1000
0.043847,0.2563,0.1000
0.044039,1.6563,0.1000
0.044219,0.2563,0.1000
0.044391,0.4563,0.1000
0.044592,0.2563,0.1000
0.044850,0.2563,0.1000
0.045042,0.2563,0.1000
0.045222,0.0563,0.1000
0.045393,0.2563,0.1000
0.045592,0.2563,0.1000
0.045847,0.2563,0.1000
0.046039,0.2563,0.1000
0.046220,0.2563,0.1000
0.046391,0.4563,0.1000
0.046591,0.2563,0.1000
0.046864,0.2563,0.1000
0.047062,0.2563,0.1000
0.047242,0.2563,0.1000
0.047414,0.2563,0.1000
0.047585,0.2563,0.1000
0.047845,0.2563,0.1000
0.048036,0.2563,0.1000
0.048216,0.2563,0.1000
0.048388,0.2563,0.1000
0.048593,0.0563,0.1000
0.048865,0.2563,0.1000
0.049057,0.2563,0.1000
0.049237,0.2563,0.1000
0.049408,0.2563,0.1000
0.049590,0.4563,0.1000
0.049846,0.2563,0.1000
0.050037,0.2563,0.1000
0.050217,0.2563,0.1000
0.050388,0.0563,0.1000
0.050592,0.2563,0.1000
0.050850,0.2563,0.1000
0.051042,0.0563,0.1000
0.051222,0.2563,0.1000
0.051393,0.2563,0.1000
0.051639,0.4563,0.1000
0.051974,0.4563,0.1000
0.052169,0.4563,0.1000
0.052347,0.6563,0.1000
0.052518,0.2563,0.1000
0.052690,0.2563,0.1000
0.052964,0.2563,0.1000
0.053162,0.2563,0.1000
0.053339,0.2563,0.1000
0.053511,0.2563,0.1000
0.053683,0.2563,0.1000
0.053949,0.0563,0.1000
0.054135,0.2563,0.1000
0.054312,0.2563,0.1000
0.054484,0.2563,0.1000
0.054656,0.2563,0.1000
0.054913,0.2563,0.1000
0.055105,0.2563,0.1000
0.055283,0.2563,0.1000
0.055454,0.2563,0.1000
0.055626,0.2563,0.1000
0.055885,0.4563,0.1000
0.056077,0.2563,0.1000
0.056254,0.2563,0.1000
0.056426,0.2563,0.1000
0.056598,0.2563,0.1000
0.056861,0.2563,0.1000
0.057053,0.0563,0.1000
0.057231,0.2563,0.1000
0.057402,0.2563,0.1000
0.057595,0.4563,0.1000
0.057854,0.2563,0.1000
0.058046,0.2563,0.1000
0.058224,0.2563,0.1000
0.058396,0.0563,0.1000
0.058591,0.0563,0.1000
0.058855,0.2563,0.1000
0.059047,0.2563,0.1000
0.059225,0.0563,0.1000
0.059396,0.6563,0.1000
0.059593,0.2563,0.1000
0.059852,0.2563,0.1000
0.060043,0.2563,0.1000
0.060223,0.2563,0.1000
0.060395,0.2563,0.1000
0.060591,0.4563,0.1000
0.060861,0.2563,0.1000
0.061053,0.2563,0.1000
0.061233,0.2563,0.1000
0.061404,0.2563,0.1000
0.061591,0.2563,0.1000
0.061849,0.2563,0.1000
0.062040,0.6563,0.1000
0.062221,0.4563,0.1000
0.062392,0.0563,0.1000
0.062592,0.2563,0.1000
0.062868,0.2563,0.1000
0.063068,0.2563,0.1000
0.063248,0.0563,0.1000
0.063419,0.2563,0.1000
0.063591,0.6563,0.1000
0.063855,0.2563,0.1000
0.064046,0.2563,0.1000
0.064226,0.2563,0.1000
0.064398,0.2563,0.1000
0.064593,0.2563,0.1000
0.064859,0.2563,0.1000
0.065051,0.2563,0.1000
0.065230,0.2563,0.1000
0.065402,0.4563,0.1000
0.065593,0.2563,0.1000
0.065850,0.2563,0.1000
0.066041,0.2563,0.1000
0.066221,0.0563,0.1000
0.066393,0.6563,0.1000
0.066592,0.2563,0.1000
0.066849,0.2563,0.1000
0.067041,0.2563,0.1000
0.067221,0.2563,0.1000
0.067393,0.2563,0.1000
0.067592,0.2563,0.1000
0.067849,0.2563,0.1000
0.068040,0.2563,0.1000
0.068220,0.2563,0.1000
0.068392,0.2563,0.1000
0.068592,0.2563,0.1000
0.068850,0.2563,0.1000
0.069041,0.2563,0.1000
0.069221,0.2563,0.1000
0.069393,0.2563,0.1000
0.069592,0.2563,0.1000
0.069849,0.2563,0.1000
0.070040,0.2563,0.1000
0.070220,0.2563,0.1000
0.070392,0.0563,0.1000
0.070592,0.2563,0.1000
0.070850,0.2563,0.1000
0.071042,0.0563,0.1000
0.071222,0.2563,0.1000
0.071393,0.4563,0.1000
0.071592,0.0563,0.1000
0.071849,0.2563,0.1000
0.072040,0.2563,0.1000
0.072220,0.2563,0.1000
0.072392,0.0563,0.1000
0.072592,0.2563,0.1000
0.072850,0.0563,0.1000
0.073041,0.2563,0.1000
0.073222,0.2563,0.1000
0.073393,0.0563,0.1000
0.073592,0.2563,0.1000
0.073849,0.2563,0.1000
0.074040,0.6563,0.1000
0.074221,0.2563,0.1000
0.074393,0.8563,0.1000
0.074591,0.4563,0.1000
0.074849,0.2563,0.1000
0.075041,0.2563,0.1000
0.075221,0.2563,0.1000
0.075393,0.2563,0.1000
0.075592,0.4563,0.1000
0.075861,0.2563,0.1000
0.076052,0.2563,0.1000
0.076232,0.2563,0.1000
0.076404,0.2563,0.1000
0.076591,0.2563,0.1000
0.076849,0.2563,0.1000
0.077040,0.2563,0.1000
0.077220,0.2563,0.1000
0.077392,0.2563,0.1000
0.077592,0.2563,0.1000
0.077862,0.0563,0.1000
0.078053,0.2563,0.1000
0.078233,0.2563,0.1000
0.078405,0.2563,0.1000
0.078595,0.2563,0.1000
0.078853,0.2563,0.1000
0.079045,0.2563,0.1000
0.079225,0.2563,0.1000
0.079397,0.0563,0.1000
0.079592,0.2563,0.1000
0.079849,0.2563,0.1000
0.080040,0.6563,0.1000
0.080221,0.4563,0.1000
0.080392,0.2563,0.1000
0.080592,0.2563,0.1000
0.080850,0.2563,0.1000
0.081042,0.2563,0.1000
0.081222,0.2563,0.1000
0.081393,0.2563,0.1000
0.081637,0.2563,0.1000
0.081974,0.2563,0.1000
0.082170,0.2563,0.1000
0.082348,0.4563,0.1000
0.082519,0.2563,0.1000
0.082691,2.4563,0.1000
0.082958,0.2563,0.1000
0.083153,0.2563,0.1000
0.083331,0.2563,0.1000
0.083503,0.2563,0.1000
0.083674,0.4563,0.1000
0.083934,0.2563,0.1000
0.084120,0.2563,0.1000
0.084297,0.2563,0.1000
0.084469,0.2563,0.1000
0.084641,0.2563,0.1000
0.084894,0.2563,0.1000
0.085089,0.2563,0.1000
0.085267,0.2563,0.1000
0.085439,0.2563,0.1000
0.085610,0.2563,0.1000
0.085865,0.2563,0.1000
0.086060,0.2563,0.1000
0.086238,0.2563,0.1000
0.086409,0.2563,0.1000
0.086591,0.6563,0.1000
0.086849,0.0563,0.1000
0.087044,0.0563,0.1000
0.087223,0.2563,0.1000
0.087395,0.4563,0.1000
0.087592,0.8563,0.1000
0.087847,0.2563,0.1000
0.088042,0.6563,0.1000
0.088220,0.2563,0.1000
0.088392,0.0563,0.1000
0.088593,0.2563,0.1000
0.088857,0.2563,0.1000
0.089059,0.2563,0.1000
0.089238,0.0563,0.1000
0.089410,0.2563,0.1000
0.089590,0.2563,0.1000
0.089846,0.4563,0.1000
0.090042,0.2563,0.1000
0.090222,0.2563,0.1000
0.090393,0.2563,0.1000
0.090594,0.4563,0.1000
0.090865,0.2563,0.1000
0.091062,0.2563,0.1000
0.091242,0.2563,0.1000
0.091413,0.2563,0.1000
0.091585,0.2563,0.1000
0.091841,0.0563,0.1000
0.092036,0.2563,0.1000
0.092216,0.2563,0.1000
0.092387,0.4563,0.1000
0.092592,0.2563,0.1000
0.092856,0.2563,0.1000
0.093051,0.2563,0.1000
0.093230,0.2563,0.1000
0.093402,0.2563,0.1000
0.093593,0.2563,0.1000
0.093845,0.2563,0.1000
0.094040,0.0563,0.1000
0.094220,0.4563,0.1000
0.094392,0.2563,0.1000
0.094592,0.2563,0.1000
0.094847,0.2563,0.1000
0.095041,0.2563,0.1000
0.095222,0.2563,0.1000
0.095393,0.2563,0.1000
0.095592,0.2563,0.1000
0.095844,0.2563,0.1000
0.096039,0.6563,0.1000
0.096220,0.2563,0.1000
0.096391,0.2563,0.1000
0.096592,0.0563,0.1000
0.096847,0.2563,0.1000
0.097042,0.0563,0.1000
0.097222,0.2563,0.1000
0.097393,-0.3437,0.1000
0.097592,0.0563,0.1000
0.097844,0.0563,0.1000
0.098039,1.6563,0.1000
0.098219,0.2563,0.1000
0.098391,2.4563,0.1000
0.098592,0.2563,0.1000
0.098847,0.2563,0.1000
0.099041,0.2563,0.1000
