t_s,i_a,u_v
0.000000,0.5125,0.1000
0.000461,0.5125,0.1000
0.000798,0.5125,0.1000
0.000987,0.5125,0.1000
0.001165,0.5125,0.1000
0.001337,0.5125,0.1000
0.001508,0.5125,0.1000
0.001747,0.1125,0.1000
0.001936,0.5125,0.1000
0.002113,0.7125,0.1000
0.002285,0.5125,0.1000
0.002457,0.5125,0.1000
0.002860,0.5125,0.1000
0.003139,0.1125,0.1000
0.003311,0.9125,0.1000
0.003482,0.5125,0.1000
0.003656,0.1125,0.1000
0.003913,0.1125,0.1000
0.004112,0.5125,0.1000
0.004284,0.5125,0.1000
0.004456,0.5125,0.1000
0.004628,0.1125,0.1000
0.004885,0.1125,0.1000
0.005144,0.5125,0.1000
0.005316,0.1125,0.1000
0.005488,0.5125,0.1000
0.005660,-0.6875,0.1000
0.005925,0.1125,0.1000
0.006124,0.1125,0.1000
0.006295,0.5125,0.1000
0.006467,0.5125,0.1000
0.006639,0.5125,0.1000
0.006893,0.1125,0.1000
0.007132,0.5125,0.1000
0.007304,0.1125,0.1000
0.007476,0.5125,0.1000
0.007650,0.5125,0.1000
0.007909,0.5125,0.1000
0.008107,0.5125,0.1000
0.008279,0.1125,0.1000
0.008451,0.5125,0.1000
0.008623,0.5125,0.1000
0.008876,0.5125,0.1000
0.009116,0.5125,0.1000
0.009288,0.1125,0.1000
0.009459,-0.8875,0.1000
0.009631,0.5125,0.1000
0.009890,0.1125,0.1000
0.010083,0.5125,0.1000
0.010261,0.1125,0.1000
0.010433,0.5125,0.1000
0.010605,0.7125,0.1000
0.010859,0.1125,0.1000
0.011098,0.5125,0.1000
0.011270,0.5125,0.1000
0.011441,0.5125,0.1000
0.011613,0.9125,0.1000
0.011872,0.5125,0.1000
0.012065,0.5125,0.1000
0.012242,0.5125,0.1000
0.012414,-0.6875,0.1000
0.012586,0.5125,0.1000
0.012842,0.5125,0.1000
0.013076,0.1125,0.1000
0.013253,0.5125,0.1000
0.013425,0.1125,0.1000
0.013601,0.1125,0.1000
0.013860,0.1125,0.1000
0.014053,0.1125,0.1000
0.014230,0.1125,0.1000
0.014402,0.5125,0.1000
0.014574,0.5125,0.1000
0.014828,0.5125,0.1000
0.015061,0.5125,0.1000
0.015239,0.5125,0.1000
0.015410,0.9125,0.1000
0.015582,0.5125,0.1000
0.015841,0.7125,0.1000
0.016034,0.1125,0.1000
0.016211,0.1125,0.1000
0.016383,0.1125,0.1000
0.016555,0.7125,0.1000
0.016809,0.1125,0.1000
0.017042,0.1125,0.1000
0.017220,0.1125,0.1000
0.017391,0.1125,0.1000
0.017563,0.9125,0.1000
0.017822,0.1125,0.1000
0.018015,-0.6875,0.1000
0.018192,0.1125,0.1000
0.018364,-0.4875,0.1000
0.018536,0.5125,0.1000
0.018793,0.5125,0.1000
0.019027,0.1125,0.1000
0.019205,0.5125,0.1000
0.019377,0.1125,0.1000
0.019548,0.5125,0.1000
0.019807,-0.0875,0.1000
0.020000,0.1125,0.1000
0.020178,0.5125,0.1000
0.020349,0.1125,0.1000
0.020521,0.5125,0.1000
0.020775,0.1125,0.1000
0.021008,0.5125,0.1000
0.021186,0.1125,0.1000
0.021358,0.1125,0.1000
0.021530,0.1125,0.1000
0.021792,0.5125,0.1000
0.021985,0.5125,0.1000
0.022162,0.7125,0.1000
0.022334,0.1125,0.1000
0.022506,0.5125,0.1000
0.022760,0.1125,0.1000
0.022993,0.5125,0.1000
0.023171,0.5125,0.1000
0.023342,0.5125,0.1000
0.023514,-0.8875,0.1000
0.023773,0.5125,0.1000
0.023966,0.5125,0.1000
0.024143,0.5125,0.1000
0.024315,0.1125,0.1000
0.024487,0.5125,0.1000
0.024741,0.5125,0.1000
0.024974,0.5125,0.1000
0.025153,0.5125,0.1000
0.025324,0.1125,0.1000
0.025496,0.5125,0.1000
0.025755,0.1125,0.1000
0.025948,0.5125,0.1000
0.026125,-0.0875,0.1000
0.026297,0.5125,0.1000
0.026469,0.1125,0.1000
0.026723,0.5125,0.1000
0.026956,0.1125,0.1000
0.027134,0.5125,0.1000
0.027306,0.7125,0.1000
0.027477,0.1125,0.1000
0.027738,0.1125,0.1000
0.027930,0.5125,0.1000
0.028108,0.5125,0.1000
0.028280,0.5125,0.1000
0.028451,0.5125,0.1000
0.028705,0.5125,0.1000
0.028939,0.1125,0.1000
0.029116,0.5125,0.1000
0.029288,0.5125,0.1000
0.029460,0.5125,0.1000
0.029719,0.5125,0.1000
0.029911,1.7125,0.1000
0.030083,0.5125,0.1000
0.030261,0.5125,0.1000
0.030433,0.5125,0.1000
0.030687,0.5125,0.1000
0.030920,0.5125,0.1000
0.031098,0.1125,0.1000
0.031270,0.1125,0.1000
0.031441,0.1125,0.1000
0.031701,0.1125,0.1000
0.031893,0.1125,0.1000
0.032065,0.5125,0.1000
0.032242,0.5125,0.1000
0.032414,-0.0875,0.1000
0.032732,0.5125,0.1000
0.032999,0.5125,0.1000
0.033179,0.5125,0.1000
0.033350,0.1125,0.1000
0.033522,0.1125,0.1000
0.033773,0.1125,0.1000
0.033963,0.5125,0.1000
0.034141,0.5125,0.1000
0.034312,0.5125,0.1000
0.034484,0.5125,0.1000
0.034742,0.1125,0.1000
0.034995,0.5125,0.1000
0.035175,0.1125,0.1000
0.035346,0.1125,0.1000
0.035518,0.5125,0.1000
0.035784,0.5125,0.1000
0.035974,0.5125,0.1000
0.036152,0.5125,0.1000
0.036324,0.5125,0.1000
0.036495,0.5125,0.1000
0.036749,0.5125,0.1000
0.036983,0.5125,0.1000
0.037162,0.5125,0.1000
