t_s,i_a,u_v
0.000000,0.1125,0.6730
0.000430,0.1125,1.1774
0.000621,0.5125,1.2772
0.000793,0.1125,1.5722
0.001089,0.1125,1.9194
0.001272,0.1125,2.1341
0.001444,0.1125,2.3359
0.001622,0.1125,2.5447
0.001794,0.1125,2.7464
0.002088,0.1125,3.0913
0.002305,0.1125,3.3459
0.002485,0.5125,3.4346
0.002657,0.1125,3.7296
0.002829,0.1125,3.9313
0.003099,0.1125,4.2481
0.003286,0.5125,4.3438
0.003458,0.5125,4.5176
0.003636,0.5125,4.6975
0.003809,0.7125,4.8117
0.004211,0.5125,5.2645
0.004459,0.1125,5.6487
0.004647,0.5125,5.7455
0.004819,0.5125,5.9193
0.004991,0.1125,6.2143
0.005250,0.5125,6.3828
0.005440,0.5125,6.5748
0.005618,0.1125,6.8768
0.005790,0.5125,6.9574
0.005962,0.5125,7.1312
0.006230,0.1125,7.5388
0.006463,0.5125,7.6811
0.006647,0.5125,7.8670
0.006819,0.5125,8.0000
0.006991,0.5125,8.0000
0.007258,0.1125,8.0000
0.007447,0.1125,8.0000
0.007626,0.1125,8.0000
0.007798,0.5125,8.0000
0.007970,0.5125,8.0000
0.008235,0.1125,8.0000
0.008450,0.5125,8.0000
0.008631,0.5125,8.0000
0.008804,0.1125,8.0000
0.008976,0.5125,8.0000
0.009239,0.1125,8.0000
0.009428,0.5125,8.0000
0.009608,0.5125,8.0000
0.009780,0.5125,8.0000
0.009952,0.1125,8.0000
0.010216,0.5125,8.0000
0.010431,0.1125,8.0000
0.010613,0.5125,8.0000
0.010785,0.1125,8.0000
0.010957,0.5125,8.0000
0.011221,0.5125,8.0000
0.011410,0.5125,8.0000
0.011589,0.1125,8.0000
0.011761,0.5125,8.0000
0.011933,0.5125,8.0000
0.012198,0.5125,8.0000
0.012413,0.5125,8.0000
0.012594,0.5125,8.0000
0.012766,0.1125,8.0000
0.012938,0.1125,8.0000
0.013202,0.5125,8.0000
0.013391,0.5125,8.0000
0.013570,0.1125,8.0000
0.013742,0.1125,8.0000
0.013914,0.5125,8.0000
0.014178,0.1125,8.0000
0.014394,0.5125,8.0000
0.014575,0.1125,8.0000
0.014747,0.5125,8.0000
0.014919,0.1125,8.0000
0.015183,0.1125,8.0000
0.015372,0.5125,8.0000
0.015551,0.5125,8.0000
0.015723,0.1125,8.0000
0.015895,0.1125,8.0000
0.016159,0.1125,8.0000
0.016374,0.5125,8.0000
0.016556,0.1125,8.0000
0.016728,0.1125,8.0000
0.016900,0.5125,8.0000
0.017163,0.1125,8.0000
0.017352,0.1125,8.0000
0.017531,0.5125,8.0000
0.017703,0.1125,8.0000
0.017875,0.5125,8.0000
0.018143,0.5125,8.0000
0.018358,0.5125,8.0000
0.018540,0.5125,8.0000
0.018712,0.1125,8.0000
0.018884,0.1125,8.0000
0.019151,0.5125,8.0000
0.019340,0.5125,8.0000
0.019519,0.5125,8.0000
0.019691,0.5125,8.0000
0.019863,0.5125,8.0000
0.020128,0.5125,8.0000
0.020343,0.1125,8.0000
0.020524,0.1125,8.0000
0.020697,0.5125,8.0000
0.020869,0.1125,8.0000
0.021136,0.1125,8.0000
0.021325,0.5125,8.0000
0.021503,0.5125,8.0000
0.021676,0.5125,8.0000
0.021848,0.1125,8.0000
0.022112,0.1125,8.0000
0.022327,0.1125,8.0000
0.022509,0.1125,8.0000
0.022681,0.1125,8.0000
0.022853,0.1125,8.0000
0.023116,0.5125,8.0000
0.023305,0.5125,8.0000
0.023484,0.5125,8.0000
0.023656,0.5125,8.0000
0.023828,0.1125,8.0000
0.024093,0.5125,8.0000
0.024308,0.5125,8.0000
0.024489,0.5125,8.0000
0.024661,0.1125,8.0000
0.024834,0.5125,8.0000
0.025097,0.5125,8.0000
0.025286,0.5125,8.0000
0.025459,0.5125,8.0000
0.025637,0.5125,8.0000
0.025809,0.5125,8.0000
0.026078,0.5125,8.0000
0.026293,0.5125,8.0000
0.026468,0.5125,8.0000
0.026646,0.5125,8.0000
0.026818,0.1125,8.0000
0.027082,0.5125,8.0000
0.027271,0.1125,8.0000
0.027444,0.5125,8.0000
0.027622,0.5125,8.0000
0.027794,0.5125,8.0000
0.028054,0.5125,8.0000
0.028269,0.5125,8.0000
0.028445,0.5125,8.0000
0.028623,0.5125,8.0000
0.028795,0.5125,8.0000
0.029059,0.5125,8.0000
0.029244,0.5125,8.0000
0.029417,0.5125,8.0000
0.029594,0.5125,8.0000
0.029767,0.1125,8.0000
0.030029,0.5125,8.0000
0.030250,0.5125,8.0000
0.030425,0.5125,8.0000
0.030604,0.5125,8.0000
0.030776,0.5125,8.0000
0.031040,0.5125,8.0000
0.031225,0.5125,8.0000
0.031398,0.5125,8.0000
0.031576,0.5125,8.0000
0.031748,0.5125,8.0000
0.032010,0.5125,8.0000
0.032225,0.5125,8.0000
0.032401,0.1125,8.0000
0.032579,0.5125,8.0000
0.032751,0.1125,8.0000
0.033014,0.5125,8.0000
0.033203,0.5125,8.0000
0.033376,0.1125,8.0000
0.033555,0.5125,8.0000
0.033727,0.1125,8.0000
0.034056,0.5125,8.0000
0.034300,0.5125,8.0000
0.034475,0.1125,8.0000
0.034654,0.5125,8.0000
0.034826,0.5125,8.0000
0.035085,0.5125,8.0000
0.035268,0.5125,8.0000
0.035440,0.5125,8.0000
0.035618,0.5125,8.0000
0.035791,0.5125,8.0000
0.036058,0.1125,8.0000
0.036297,0.5125,8.0000
0.036474,0.1125,8.0000
0.036653,0.1125,8.0000
