t_s,i_a,u_v
0.000000,0.1937,0.2000
0.000461,0.3937,0.2000
0.000638,0.3937,0.2000
0.000811,0.3937,0.2000
0.001145,0.1937,0.2000
0.001329,0.1937,0.2000
0.001504,0.3937,0.2000
0.001676,0.1937,0.2000
0.001992,0.1937,0.2000
0.002357,0.3937,0.2000
0.002563,0.1937,0.2000
0.002736,0.1937,0.2000
0.002908,0.3937,0.2000
0.003079,0.3937,0.2000
0.003345,0.3937,0.2000
0.003535,0.1937,0.2000
0.003707,0.1937,0.2000
0.003879,0.1937,0.2000
0.004050,0.3937,0.2000
0.004316,0.3937,0.2000
0.004521,0.3937,0.2000
0.004692,0.1937,0.2000
0.004864,0.3937,0.2000
0.005036,0.3937,0.2000
0.005288,0.1937,0.2000
0.005478,0.1937,0.2000
0.005650,0.1937,0.2000
0.005822,0.3937,0.2000
0.005993,0.3937,0.2000
0.006257,0.1937,0.2000
0.006462,0.1937,0.2000
0.006633,0.1937,0.2000
0.006805,0.3937,0.2000
0.006977,0.1937,0.2000
0.007230,0.3937,0.2000
0.007420,0.1937,0.2000
0.007591,0.1937,0.2000
0.007763,0.1937,0.2000
0.007935,0.3937,0.2000
0.008194,0.1937,0.2000
0.008404,0.3937,0.2000
0.008576,0.1937,0.2000
0.008748,-0.0063,0.2000
0.008919,0.3937,0.2000
0.009167,0.1937,0.2000
0.009363,0.3937,0.2000
0.009535,0.3937,0.2000
0.009706,0.1937,0.2000
0.009878,0.3937,0.2000
0.010137,0.1937,0.2000
0.010348,-0.0063,0.2000
0.010519,0.3937,0.2000
0.010691,0.1937,0.2000
0.010863,0.1937,0.2000
0.011111,0.1937,0.2000
0.011306,0.1937,0.2000
0.011478,0.3937,0.2000
0.011650,0.5937,0.2000
0.011822,0.1937,0.2000
0.012081,0.1937,0.2000
0.012291,0.1937,0.2000
0.012463,0.3937,0.2000
0.012635,0.3937,0.2000
0.012806,0.1937,0.2000
0.013054,0.3937,0.2000
0.013250,0.1937,0.2000
0.013422,0.3937,0.2000
0.013593,0.5937,0.2000
0.013765,0.1937,0.2000
0.014024,0.3937,0.2000
0.014235,0.3937,0.2000
0.014406,0.1937,0.2000
0.014578,0.3937,0.2000
0.014749,0.7937,0.2000
0.014997,0.3937,0.2000
0.015187,0.7937,0.2000
0.015365,0.3937,0.2000
0.015536,0.1937,0.2000
0.015708,0.1937,0.2000
0.015968,0.3937,0.2000
0.016172,0.3937,0.2000
0.016350,0.5937,0.2000
0.016521,0.3937,0.2000
0.016693,0.1937,0.2000
0.016941,0.3937,0.2000
