t_s,i_a,u_v
0.000000,0.2563,0.2000
0.000457,0.0563,0.2000
0.000630,0.0563,0.2000
0.000802,0.2563,0.2000
0.001154,0.2563,0.2000
0.001346,0.2563,0.2000
0.001519,0.2563,0.2000
0.001691,0.4563,0.2000
0.001863,0.2563,0.2000
0.002149,0.2563,0.2000
0.002355,0.2563,0.2000
0.002528,0.2563,0.2000
0.002700,0.2563,0.2000
0.002872,0.2563,0.2000
0.003125,0.2563,0.2000
0.003317,0.2563,0.2000
0.003490,0.2563,0.2000
0.003662,0.2563,0.2000
0.003834,0.2563,0.2000
0.004098,0.0563,0.2000
0.004303,0.2563,0.2000
0.004477,0.2563,0.2000
0.004648,0.4563,0.2000
0.004823,0.2563,0.2000
0.005084,0.2563,0.2000
0.005276,0.2563,0.2000
0.005449,0.2563,0.2000
0.005621,0.2563,0.2000
0.005793,0.2563,0.2000
0.006054,0.2563,0.2000
0.006259,0.2563,0.2000
0.006432,0.2563,0.2000
0.006604,0.2563,0.2000
0.006776,0.0563,0.2000
0.007029,0.2563,0.2000
0.007222,0.2563,0.2000
0.007395,0.0563,0.2000
0.007567,0.2563,0.2000
0.007738,0.2563,0.2000
0.007999,0.2563,0.2000
0.008199,0.2563,0.2000
0.008378,0.4563,0.2000
0.008550,0.2563,0.2000
0.008722,0.2563,0.2000
0.008975,0.2563,0.2000
0.009161,0.0563,0.2000
0.009341,0.2563,0.2000
0.009513,0.2563,0.2000
0.009685,0.2563,0.2000
0.009946,0.2563,0.2000
0.010145,0.2563,0.2000
0.010325,0.2563,0.2000
0.010497,0.0563,0.2000
0.010668,0.2563,0.2000
0.010922,0.2563,0.2000
0.011108,0.4563,0.2000
0.011288,0.2563,0.2000
0.011459,0.2563,0.2000
0.011631,0.2563,0.2000
0.011892,0.2563,0.2000
0.012091,0.2563,0.2000
0.012271,0.2563,0.2000
0.012443,0.2563,0.2000
0.012614,0.4563,0.2000
0.012868,0.2563,0.2000
0.013054,0.2563,0.2000
0.013233,0.2563,0.2000
0.013405,0.2563,0.2000
0.013590,-0.1437,0.2000
0.013851,0.2563,0.2000
0.014050,0.2563,0.2000
0.014230,0.2563,0.2000
0.014401,0.0563,0.2000
0.014587,0.0563,0.2000
0.014840,0.2563,0.2000
0.015027,0.2563,0.2000
0.015200,0.2563,0.2000
0.015386,0.2563,0.2000
0.015587,0.2563,0.2000
0.015849,0.2563,0.2000
0.016048,0.2563,0.2000
0.016227,0.2563,0.2000
0.016399,0.2563,0.2000
0.016590,0.0563,0.2000
0.016843,0.2563,0.2000
0.017029,0.2563,0.2000
0.017209,0.2563,0.2000
0.017380,0.2563,0.2000
0.017592,0.2563,0.2000
0.017876,0.2563,0.2000
0.018077,0.2563,0.2000
0.018255,0.2563,0.2000
0.018427,0.2563,0.2000
0.018754,0.2563,0.2000
0.019084,0.2563,0.2000
0.019285,0.0563,0.2000
0.019457,0.2563,0.2000
0.019628,0.2563,0.2000
0.019800,0.2563,0.2000
0.020068,0.4563,0.2000
0.020268,0.2563,0.2000
0.020439,0.0563,0.2000
0.020611,0.2563,0.2000
0.020783,0.4563,0.2000
0.021037,0.2563,0.2000
0.021238,0.2563,0.2000
0.021409,0.2563,0.2000
0.021581,0.2563,0.2000
0.021753,0.0563,0.2000
0.022019,0.2563,0.2000
0.022219,0.2563,0.2000
0.022391,0.2563,0.2000
0.022563,0.2563,0.2000
0.022734,0.2563,0.2000
0.022995,0.2563,0.2000
0.023190,0.2563,0.2000
0.023367,0.2563,0.2000
0.023539,0.2563,0.2000
0.023711,0.2563,0.2000
0.023972,0.2563,0.2000
0.024166,0.2563,0.2000
0.024344,0.2563,0.2000
0.024515,0.2563,0.2000
0.024687,0.2563,0.2000
0.024940,0.2563,0.2000
0.025135,0.2563,0.2000
0.025313,0.2563,0.2000
0.025485,0.2563,0.2000
0.025656,0.2563,0.2000
0.025918,0.2563,0.2000
0.026112,0.2563,0.2000
0.026290,0.0563,0.2000
0.026461,0.2563,0.2000
0.026633,0.2563,0.2000
0.026887,0.2563,0.2000
0.027082,0.2563,0.2000
0.027260,0.2563,0.2000
0.027432,0.2563,0.2000
0.027603,0.2563,0.2000
0.027865,0.2563,0.2000
0.028059,0.2563,0.2000
0.028236,0.2563,0.2000
0.028408,0.2563,0.2000
0.028590,0.2563,0.2000
0.028857,0.2563,0.2000
0.029052,0.2563,0.2000
0.029230,0.2563,0.2000
0.029402,0.2563,0.2000
0.029587,0.0563,0.2000
0.029849,0.0563,0.2000
0.030042,0.0563,0.2000
0.030220,0.2563,0.2000
0.030392,0.0563,0.2000
0.030588,0.2563,0.2000
0.030841,0.2563,0.2000
0.031036,0.2563,0.2000
0.031214,0.2563,0.2000
0.031385,0.2563,0.2000
0.031587,0.8563,0.2000
0.031854,0.2563,0.2000
0.032055,0.2563,0.2000
0.032232,0.4563,0.2000
0.032404,0.2563,0.2000
0.032589,0.2563,0.2000
0.032847,0.0563,0.2000
0.033042,0.2563,0.2000
0.033219,0.2563,0.2000
0.033391,0.2563,0.2000
0.033588,0.0563,0.2000
