t_s,i_a,u_v
0.000000,0.3437,0.1000
0.000458,1.5437,0.1000
0.000639,0.1437,0.1000
0.000969,0.3437,0.1000
0.001169,0.3437,0.1000
0.001342,0.3437,0.1000
0.001514,0.3437,0.1000
0.001686,0.3437,0.1000
0.001980,0.3437,0.1000
0.002184,0.3437,0.1000
0.002357,0.3437,0.1000
0.002529,0.3437,0.1000
0.002701,0.1437,0.1000
0.002960,0.3437,0.1000
0.003162,0.3437,0.1000
0.003335,0.3437,0.1000
0.003507,0.1437,0.1000
0.003679,0.3437,0.1000
0.003938,0.3437,0.1000
0.004137,0.3437,0.1000
0.004311,0.3437,0.1000
0.004483,0.3437,0.1000
0.004657,0.1437,0.1000
0.004910,0.3437,0.1000
0.005112,0.3437,0.1000
0.005285,0.3437,0.1000
0.005457,0.3437,0.1000
0.005629,0.3437,0.1000
0.005887,0.3437,0.1000
0.006081,0.1437,0.1000
0.006260,0.3437,0.1000
0.006432,0.3437,0.1000
0.006604,0.3437,0.1000
0.006857,0.3437,0.1000
0.007053,0.3437,0.1000
0.007232,0.3437,0.1000
0.007404,0.3437,0.1000
0.007575,0.1437,0.1000
0.007834,0.3437,0.1000
0.008028,0.3437,0.1000
0.008207,0.3437,0.1000
0.008379,0.3437,0.1000
0.008551,0.3437,0.1000
0.008805,0.3437,0.1000
0.009000,0.3437,0.1000
0.009180,0.3437,0.1000
0.009352,0.3437,0.1000
0.009524,0.3437,0.1000
0.009783,0.3437,0.1000
0.009976,0.1437,0.1000
0.010156,0.3437,0.1000
0.010328,0.3437,0.1000
0.010500,0.3437,0.1000
0.010752,0.3437,0.1000
0.010948,0.3437,0.1000
0.011127,0.3437,0.1000
0.011299,0.1437,0.1000
0.011471,0.3437,0.1000
0.011729,0.3437,0.1000
0.011923,0.3437,0.1000
0.012103,0.3437,0.1000
0.012275,0.1437,0.1000
0.012446,0.3437,0.1000
0.012699,0.3437,0.1000
0.012895,0.3437,0.1000
0.013068,0.3437,0.1000
0.013246,0.3437,0.1000
0.013417,0.1437,0.1000
0.013676,0.1437,0.1000
0.013870,-1.6563,0.1000
0.014043,0.1437,0.1000
0.014221,0.3437,0.1000
0.014392,0.3437,0.1000
0.014645,0.3437,0.1000
0.014841,0.3437,0.1000
0.015014,0.3437,0.1000
0.015192,0.3437,0.1000
0.015400,0.3437,0.1000
0.015658,0.3437,0.1000
0.015852,0.3437,0.1000
0.016026,0.3437,0.1000
0.016203,0.3437,0.1000
0.016398,0.3437,0.1000
0.016650,0.3437,0.1000
0.016848,0.3437,0.1000
0.017019,0.3437,0.1000
0.017197,0.3437,0.1000
0.017399,0.3437,0.1000
0.017668,0.1437,0.1000
0.017856,0.3437,0.1000
0.018027,0.3437,0.1000
0.018206,0.3437,0.1000
0.018400,0.3437,0.1000
0.018661,0.3437,0.1000
0.018857,0.3437,0.1000
0.019028,0.3437,0.1000
0.019206,0.3437,0.1000
0.019399,0.3437,0.1000
0.019651,0.3437,0.1000
0.019849,0.3437,0.1000
0.020020,0.7437,0.1000
0.020198,0.3437,0.1000
0.020398,0.3437,0.1000
0.020656,0.1437,0.1000
0.020852,0.3437,0.1000
0.021024,0.3437,0.1000
0.021201,0.3437,0.1000
0.021398,0.3437,0.1000
0.021650,0.1437,0.1000
0.021847,0.3437,0.1000
0.022019,0.3437,0.1000
0.022197,0.3437,0.1000
0.022546,0.3437,0.1000
0.022864,0.3437,0.1000
0.023065,0.3437,0.1000
0.023243,0.1437,0.1000
0.023414,0.3437,0.1000
0.023586,0.3437,0.1000
0.023855,0.1437,0.1000
0.024052,0.3437,0.1000
0.024230,0.3437,0.1000
0.024402,0.3437,0.1000
0.024574,0.3437,0.1000
0.024835,0.3437,0.1000
0.025032,0.3437,0.1000
0.025211,0.3437,0.1000
0.025382,0.3437,0.1000
0.025554,0.3437,0.1000
0.025813,0.3437,0.1000
0.026008,0.3437,0.1000
0.026186,0.3437,0.1000
0.026357,0.3437,0.1000
0.026529,0.1437,0.1000
0.026782,0.3437,0.1000
0.026979,0.3437,0.1000
0.027157,0.3437,0.1000
0.027329,0.1437,0.1000
0.027501,0.1437,0.1000
0.027759,0.3437,0.1000
0.027955,0.1437,0.1000
0.028132,0.3437,0.1000
0.028304,0.3437,0.1000
0.028476,0.1437,0.1000
0.028729,0.3437,0.1000
0.028926,0.3437,0.1000
0.029104,0.3437,0.1000
0.029276,0.1437,0.1000
0.029448,0.3437,0.1000
0.029706,0.3437,0.1000
0.029902,0.1437,0.1000
0.030073,0.3437,0.1000
0.030251,0.1437,0.1000
0.030423,0.3437,0.1000
0.030676,0.3437,0.1000
0.030873,-0.0563,0.1000
0.031044,0.3437,0.1000
0.031222,0.1437,0.1000
0.031394,0.1437,0.1000
0.031653,0.1437,0.1000
0.031848,0.1437,0.1000
0.032020,2.7437,0.1000
0.032198,0.1437,0.1000
0.032400,0.3437,0.1000
0.032668,0.3437,0.1000
0.032865,1.5437,0.1000
0.033037,0.3437,0.1000
0.033214,0.3437,0.1000
0.033400,0.1437,0.1000
0.033661,0.1437,0.1000
0.033856,0.3437,0.1000
0.034028,0.3437,0.1000
0.034206,0.3437,0.1000
0.034397,0.3437,0.1000
0.034650,0.1437,0.1000
0.034847,0.3437,0.1000
0.035019,0.3437,0.1000
0.035197,0.3437,0.1000
0.035398,0.1437,0.1000
0.035656,0.3437,0.1000
0.035852,0.3437,0.1000
0.036024,0.3437,0.1000
0.036201,0.3437,0.1000
0.036398,0.3437,0.1000
0.036668,0.3437,0.1000
0.036865,2.1437,0.1000
0.037037,0.3437,0.1000
0.037215,0.3437,0.1000
0.037398,0.3437,0.1000
0.037659,0.1437,0.1000
0.037855,0.1437,0.1000
0.038026,0.1437,0.1000
0.038204,0.3437,0.1000
0.038399,0.3437,0.1000
0.038651,0.1437,0.1000
0.038848,0.1437,0.1000
0.039020,1.7437,0.1000
0.039198,0.1437,0.1000
0.039403,0.1437,0.1000
0.039672,0.1437,0.1000
0.039867,0.1437,0.1000
0.040039,0.1437,0.1000
0.040217,0.1437,0.1000
0.040397,0.1437,0.1000
0.040650,0.1437,0.1000
0.040847,0.3437,0.1000
0.041018,0.5437,0.1000
0.041196,0.1437,0.1000
0.041398,0.3437,0.1000
0.041658,0.1437,0.1000
0.041854,0.1437,0.1000
0.042025,0.1437,0.1000
0.042203,0.3437,0.1000
0.042398,0.3437,0.1000
0.042650,0.3437,0.1000
0.042847,0.3437,0.1000
0.043019,0.3437,0.1000
0.043197,0.3437,0.1000
0.043398,0.3437,0.1000
0.043656,0.3437,0.1000
0.043852,0.3437,0.1000
0.044024,0.1437,0.1000
0.044201,0.3437,0.1000
0.044398,0.1437,0.1000
0.044650,0.3437,0.1000
0.044848,0.3437,0.1000
0.045019,0.3437,0.1000
0.045197,0.3437,0.1000
0.045398,0.3437,0.1000
0.045656,0.3437,0.1000
0.045852,0.3437,0.1000
0.046023,0.3437,0.1000
0.046201,0.3437,0.1000
0.046398,0.3437,0.1000
0.046650,0.3437,0.1000
0.046848,0.3437,0.1000
0.047019,0.3437,0.1000
0.047197,0.3437,0.1000
0.047398,0.3437,0.1000
0.047656,0.3437,0.1000
0.047852,0.3437,0.1000
0.048023,0.1437,0.1000
0.048201,0.3437,0.1000
0.048398,0.3437,0.1000
0.048650,0.3437,0.1000
0.048848,0.3437,0.1000
0.049019,0.3437,0.1000
0.049198,0.3437,0.1000
0.049398,0.3437,0.1000
0.049676,0.3437,0.1000
0.049872,-0.2563,0.1000
0.050044,0.3437,0.1000
0.050221,0.9437,0.1000
0.050393,0.3437,0.1000
0.050646,0.1437,0.1000
0.050843,0.3437,0.1000
0.051015,0.3437,0.1000
0.051193,0.1437,0.1000
0.051400,0.3437,0.1000
0.051659,0.3437,0.1000
0.051854,0.3437,0.1000
0.052026,0.3437,0.1000
0.052204,0.3437,0.1000
0.052475,-0.0563,0.1000
0.052809,0.3437,0.1000
0.053010,0.1437,0.1000
0.053188,0.3437,0.1000
0.053360,0.3437,0.1000
0.053531,0.3437,0.1000
0.053800,0.3437,0.1000
0.053998,0.3437,0.1000
0.054175,0.1437,0.1000
0.054347,0.3437,0.1000
0.054519,0.5437,0.1000
0.054781,0.1437,0.1000
0.054978,0.1437,0.1000
0.055156,0.3437,0.1000
0.055328,0.1437,0.1000
0.055499,0.1437,0.1000
0.055758,0.3437,0.1000
0.055953,0.3437,0.1000
0.056131,0.3437,0.1000
0.056303,0.3437,0.1000
0.056474,0.1437,0.1000
0.056727,0.3437,0.1000
0.056924,-0.0563,0.1000
0.057102,0.3437,0.1000
0.057274,0.3437,0.1000
0.057446,0.3437,0.1000
0.057704,0.3437,0.1000
0.057900,0.3437,0.1000
0.058072,0.1437,0.1000
0.058249,0.3437,0.1000
0.058421,0.7437,0.1000
0.058675,0.3437,0.1000
0.058872,0.1437,0.1000
0.059043,0.3437,0.1000
0.059221,0.3437,0.1000
0.059393,0.1437,0.1000
0.059652,0.3437,0.1000
0.059847,0.3437,0.1000
0.060019,0.3437,0.1000
0.060197,0.3437,0.1000
0.060400,0.3437,0.1000
0.060652,0.3437,0.1000
0.060850,0.3437,0.1000
0.061021,0.1437,0.1000
0.061200,0.3437,0.1000
0.061398,0.3437,0.1000
0.061658,0.3437,0.1000
0.061853,0.3437,0.1000
0.062025,0.3437,0.1000
0.062202,0.3437,0.1000
0.062397,0.3437,0.1000
0.062650,0.5437,0.1000
0.062847,0.3437,0.1000
0.063019,0.1437,0.1000
0.063197,0.3437,0.1000
0.063398,0.3437,0.1000
0.063674,0.3437,0.1000
0.063870,0.5437,0.1000
0.064042,0.1437,0.1000
0.064220,2.5437,0.1000
0.064392,0.3437,0.1000
0.064644,0.1437,0.1000
0.064842,0.3437,0.1000
0.065013,0.3437,0.1000
0.065191,0.3437,0.1000
0.065401,0.3437,0.1000
0.065677,0.3437,0.1000
0.065872,0.1437,0.1000
0.066044,0.3437,0.1000
0.066222,0.1437,0.1000
0.066393,0.3437,0.1000
0.066646,0.1437,0.1000
0.066843,0.3437,0.1000
0.067015,0.3437,0.1000
0.067193,0.3437,0.1000
0.067398,0.1437,0.1000
0.067660,0.3437,0.1000
0.067856,0.3437,0.1000
0.068027,0.1437,0.1000
0.068206,0.3437,0.1000
0.068399,0.3437,0.1000
0.068651,0.3437,0.1000
0.068848,0.3437,0.1000
0.069020,1.5437,0.1000
0.069198,0.3437,0.1000
0.069398,0.3437,0.1000
0.069656,0.3437,0.1000
0.069852,0.3437,0.1000
0.070023,0.1437,0.1000
0.070201,0.3437,0.1000
0.070398,0.3437,0.1000
0.070650,0.1437,0.1000
0.070848,0.3437,0.1000
0.071019,0.3437,0.1000
0.071197,0.3437,0.1000
0.071398,0.1437,0.1000
0.071656,0.3437,0.1000
0.071852,0.3437,0.1000
0.072023,0.1437,0.1000
0.072201,0.3437,0.1000
0.072398,0.3437,0.1000
0.072650,0.1437,0.1000
0.072847,0.3437,0.1000
0.073019,0.3437,0.1000
0.073197,0.3437,0.1000
0.073398,0.3437,0.1000
0.073656,0.3437,0.1000
0.073852,0.3437,0.1000
0.074024,0.3437,0.1000
0.074201,0.1437,0.1000
0.074398,0.1437,0.1000
0.074650,0.3437,0.1000
0.074848,0.3437,0.1000
0.075019,0.3437,0.1000
0.075198,0.3437,0.1000
0.075397,0.3437,0.1000
0.075665,0.3437,0.1000
0.075861,0.3437,0.1000
0.076032,0.3437,0.1000
0.076210,0.3437,0.1000
0.076400,0.3437,0.1000
0.076653,0.3437,0.1000
0.076850,0.3437,0.1000
0.077022,0.3437,0.1000
0.077199,0.3437,0.1000
0.077399,0.3437,0.1000
0.077677,0.3437,0.1000
0.077872,0.3437,0.1000
0.078044,0.3437,0.1000
0.078222,-0.2563,0.1000
0.078393,0.3437,0.1000
0.078646,-0.0563,0.1000
0.078843,0.3437,0.1000
0.079015,0.3437,0.1000
0.079193,0.3437,0.1000
0.079400,0.3437,0.1000
0.079660,0.1437,0.1000
0.079856,0.3437,0.1000
0.080028,0.3437,0.1000
0.080206,0.3437,0.1000
0.080399,0.3437,0.1000
0.080652,0.3437,0.1000
0.080849,0.3437,0.1000
0.081021,0.3437,0.1000
0.081198,0.3437,0.1000
0.081398,0.3437,0.1000
0.081656,0.3437,0.1000
0.081852,0.3437,0.1000
0.082023,0.3437,0.1000
0.082201,0.3437,0.1000
0.082473,0.3437,0.1000
0.082797,0.5437,0.1000
0.082998,0.3437,0.1000
0.083176,0.3437,0.1000
0.083348,0.3437,0.1000
