t_s,i_a,u_v
0.000000,0.0563,0.4000
0.000476,0.2563,0.4000
0.000649,0.4563,0.4000
0.000821,0.2563,0.4000
0.001167,0.2563,0.4000
0.001364,0.4563,0.4000
0.001537,0.4563,0.4000
0.001709,0.4563,0.4000
0.001884,0.2563,0.4000
0.002170,0.4563,0.4000
0.002377,0.4563,0.4000
0.002550,0.4563,0.4000
0.002722,0.4563,0.4000
0.002894,0.4563,0.4000
0.003151,0.6563,0.4000
0.003347,0.4563,0.4000
0.003521,0.4563,0.4000
0.003692,0.8563,0.4000
0.003864,0.4563,0.4000
0.004124,0.4563,0.4000
0.004329,0.4563,0.4000
0.004502,0.4563,0.4000
0.004674,0.4563,0.4000
0.004846,0.6563,0.4000
0.005097,0.4563,0.4000
0.005293,0.2563,0.4000
0.005466,0.4563,0.4000
0.005638,0.6563,0.4000
0.005810,0.4563,0.4000
0.006068,0.4563,0.4000
0.006274,0.4563,0.4000
0.006448,0.6563,0.4000
0.006619,0.4563,0.4000
0.006791,0.2563,0.4000
0.007042,0.4563,0.4000
0.007238,0.8563,0.4000
0.007411,0.4563,0.4000
0.007583,0.4563,0.4000
0.007755,0.4563,0.4000
0.008013,0.4563,0.4000
0.008220,0.4563,0.4000
0.008394,0.4563,0.4000
0.008565,0.4563,0.4000
0.008737,0.4563,0.4000
0.008988,0.6563,0.4000
0.009178,0.4563,0.4000
0.009358,0.6563,0.4000
0.009530,0.6563,0.4000
0.009701,0.4563,0.4000
0.009960,0.4563,0.4000
0.010160,0.4563,0.4000
0.010340,0.6563,0.4000
0.010511,0.6563,0.4000
0.010683,0.4563,0.4000
0.010934,0.4563,0.4000
0.011124,0.6563,0.4000
0.011303,0.6563,0.4000
0.011475,0.6563,0.4000
0.011647,0.2563,0.4000
0.011905,0.4563,0.4000
0.012106,0.4563,0.4000
0.012285,0.6563,0.4000
0.012457,0.4563,0.4000
0.012629,0.4563,0.4000
0.012880,0.4563,0.4000
0.013070,0.6563,0.4000
0.013249,0.4563,0.4000
0.013421,0.4563,0.4000
0.013733,0.6563,0.4000
0.014050,0.4563,0.4000
0.014261,0.6563,0.4000
0.014432,0.4563,0.4000
0.014604,0.4563,0.4000
0.014777,0.4563,0.4000
0.015040,0.4563,0.4000
0.015234,0.6563,0.4000
0.015406,0.6563,0.4000
0.015578,0.4563,0.4000
0.015749,0.4563,0.4000
0.016009,0.4563,0.4000
0.016217,0.4563,0.4000
0.016389,0.4563,0.4000
0.016560,0.4563,0.4000
0.016732,0.4563,0.4000
