t_s,i_a,u_v
0.000000,0.1437,0.9104
0.000655,0.3437,1.4895
0.000840,0.5437,1.5936
0.001012,0.7437,1.6733
0.001184,0.9437,1.7402
0.001356,1.3437,1.7180
0.001637,1.5437,1.8055
0.001837,1.9437,1.7560
0.002009,2.1437,1.7467
0.002181,2.1437,1.8011
0.002353,2.1437,1.8555
0.002605,2.5437,1.7705
0.002799,2.7437,1.7252
0.002971,2.7437,1.7414
0.003143,2.7437,1.7577
0.003317,4.7437,1.0082
0.003576,2.7437,1.6702
0.003776,2.7437,1.6891
0.003948,2.9437,1.6289
0.004120,2.9437,1.6325
0.004292,2.9437,1.6361
0.004539,3.1437,1.5592
0.004733,3.1437,1.5489
0.004905,3.1437,1.5398
0.005077,3.1437,1.5307
0.005399,3.1437,1.5136
0.005713,3.1437,1.4969
0.005916,3.1437,1.4861
0.006088,3.1437,1.4770
0.006270,3.1437,1.4673
0.006442,3.1437,1.4582
0.006711,2.9437,1.5275
0.006899,3.1437,1.4538
0.007071,2.9437,1.5211
0.007243,3.1437,1.4482
0.007415,3.1437,1.4391
0.007676,3.1437,1.4253
0.007885,3.1437,1.4142
0.008057,3.1437,1.4050
0.008229,3.1437,1.3959
0.008401,2.9437,1.4632
0.008654,3.1437,1.3860
0.008848,2.9437,1.4538
0.009020,3.1437,1.3809
0.009192,3.1437,1.3718
0.009366,2.9437,1.4392
0.009626,2.9437,1.4446
0.009835,3.1437,1.3697
0.010007,2.9437,1.4371
0.010179,2.9437,1.4406
0.010351,3.1437,1.3678
0.010604,2.9437,1.4368
0.010798,2.7437,1.5189
0.010970,2.9437,1.4587
0.011142,2.9437,1.4623
0.011317,4.5437,0.8525
0.011576,2.9437,1.3679
0.011785,2.7437,1.4514
0.011957,2.7437,1.4677
0.012129,2.9437,1.4075
0.012302,2.7437,1.4877
0.012554,2.7437,1.5115
0.012748,2.9437,1.4518
0.012920,2.9437,1.4554
0.013092,2.9437,1.4590
0.013265,2.7437,1.5391
0.013524,2.9437,1.4807
0.013733,2.9437,1.4851
0.013905,2.9437,1.4887
0.014077,3.1437,1.4158
0.014250,2.9437,1.4831
0.014502,2.9437,1.4884
0.014696,2.9437,1.4924
0.014868,2.9437,1.4960
0.015040,2.9437,1.4996
0.015212,2.9437,1.5031
0.015471,2.9437,1.5085
0.015674,2.9437,1.5127
0.015852,3.1437,1.4396
0.016024,2.9437,1.5069
0.016197,3.1437,1.4339
0.016450,3.1437,1.4205
0.016638,2.9437,1.4882
0.016816,2.9437,1.4919
0.016988,3.1437,1.4190
0.017160,3.1437,1.4099
0.017420,2.9437,1.4790
0.017622,3.5437,1.2472
0.017801,2.9437,1.4422
0.017973,3.3437,1.2928
0.018145,2.9437,1.4239
0.018398,2.9437,1.4292
0.018585,2.9437,1.4330
0.018764,2.9437,1.4368
0.018936,2.9437,1.4403
0.019108,2.9437,1.4439
0.019368,2.9437,1.4493
0.019570,2.9437,1.4535
0.019748,2.9437,1.4572
0.019920,2.9437,1.4608
0.020093,3.1437,1.3879
0.020346,2.9437,1.4569
0.020533,2.9437,1.4608
0.020712,3.1437,1.3875
0.020884,2.9437,1.4549
0.021056,2.9437,1.4584
0.021315,2.9437,1.4638
0.021518,2.3437,1.7043
0.021696,2.9437,1.5167
